Name,Brand,Price,Speed,Spin,Tackiness,Overall
Victas VJ > 07 Stiff,Victas,$45.00,9,9.3,0.4,9.4
Victas VJC > 07 Sticky Extra,Victas,$46.00,8.4,9.2,3.3,9.2
Victas VS > 401,Victas,$41.00,7.8,9.4,1.9,9.2
Victas VS > 402 Double Extra,Victas,$35.00,8.8,9.4,1.2,9.3
Victas VS > 402 Limber,Victas,$48.00,8.7,9.5,1.9,9.2
Xiom Jekyll & Hyde C55.0,Xiom,$59.00,9.1,9.7,4.8,9.4
Xiom Jekyll & Hyde V47.5,Xiom,$50.00,9.3,8.8,0.6,8.7
Xiom Jekyll & Hyde V52.5,Xiom,$60.00,9.5,9.2,1.8,9.1
Xiom Jekyll & Hyde Z52.5,Xiom,$92.00,9.7,9.5,2.8,9.7
Xiom Musa,Xiom,$30.00,7.3,8.2,2,8.4
Xiom Musa II,Xiom,$28.00,8,8.5,1.2,8.4
Xiom Musa III,Xiom,$33.00,7.5,8.5,2.8,8.9
Xiom Omega 2 Asian,Xiom,$41.00,9.3,8.5,2.1,9
Xiom Omega 3 Asian,Xiom,$50.00,9.5,8.9,0.7,9.3
Xiom Omega 3 Euro,Xiom,$50.00,9,8.9,2.9,9.2
Xiom Omega 8 Pro,Xiom,$60.00,8.9,9,0,8.7
Xiom Omega IV,Xiom,$30.00,8.9,9,5.6,8.7
Xiom Omega IV Asia,Xiom,$49.00,9.2,9,2.3,9.4
Xiom Omega IV Elite,Xiom,$29.00,8.2,9.2,2.2,9
Xiom Omega IV Euro,Xiom,$50.00,9,9.3,2.5,9.4
Xiom Omega IV Pro,Xiom,$60.00,9.3,9.2,2.4,9.3
Xiom Omega V Asia,Xiom,$40.00,9.4,9.5,2.1,9.4
Xiom Omega V Euro,Xiom,$43.00,9.1,9.3,2.1,9.3
Xiom Omega V Pro,Xiom,$42.00,9,9.1,2.7,9.2
Xiom Omega V Tour,Xiom,$40.00,9.2,9.4,1.8,9.3
Xiom Omega VII Asia,Xiom,$63.00,9.1,9.3,2.1,9
Xiom Omega VII Euro,Xiom,$50.00,9,8.9,1.8,9.1
Xiom Omega VII Guang China,Xiom,$63.00,8.8,9.2,5,9.1
Xiom Omega VII Hyper,Xiom,$60.00,9.1,9.3,0,8.6
Xiom Omega VII Pro,Xiom,$50.00,9.2,9.1,1.6,9.1
Xiom Omega VII Tour,Xiom,$59.00,9.3,9.3,2,9.2
Xiom Sigma 1 Euro,Xiom,$85.00,9.3,9.3,1.9,9.4
Xiom Sigma 1 Pro,Xiom,$80.00,9.5,9.1,1.8,9.2
Xiom Sigma II Euro,Xiom,$45.00,9.2,9.4,1.9,9.4
Xiom Sigma II Pro,Xiom,$42.00,9.4,9.3,2.5,9.3
Xiom Tau,Xiom,$75.00,8.6,9.5,6.4,8.9
Xiom Tau II,Xiom,$35.00,8.6,9.1,7.3,8.9
Xiom Vega Asia,Xiom,$34.00,8.9,8.4,2.5,8.9
Xiom Vega Asia DF,Xiom,$42.00,8.8,8.8,1.2,8.9
Xiom Vega China VM,Xiom,$45.00,8.4,9.1,5.3,8.4
Xiom Vega Def,Xiom,$45.00,8.7,9.5,1.8,9.3
Xiom Vega Elite,Xiom,$39.00,8,8,1,8.3
Xiom Vega Euro DF,Xiom,$37.00,8.1,8.7,0.9,8.2
Xiom Vega Europe,Xiom,$42.00,8.7,8.9,1.9,9.1
Xiom Vega Intro,Xiom,$28.00,7.7,8,1.2,8.3
Xiom Vega Japan,Xiom,$39.00,9,8.9,1.9,8.8
Xiom Vega Korea,Xiom,$40.00,8.5,8.6,1.7,8.8
Xiom Vega Pro,Xiom,$39.00,9.1,9.2,2.1,9.2
Xiom Vega Pro H,Xiom,$35.00,8.5,9.1,3.3,9
Xiom Vega Tour,Xiom,$51.00,8.9,8.9,2.2,9
Xiom Vega X,Xiom,$47.00,8.9,9.1,1.7,9.3
Xiom Yanus DF,Xiom,$41.00,7.8,8.4,1,8.1
Xiom Zeta Asian,Xiom,$51.00,8.2,8.2,3,8.3
Xiom Zeta Euro,Xiom,$52.00,8.3,7.4,2,8.3
XuShaoFa 999,XuShaoFa,$2.00,6.5,7.6,8,7.3
XuShaoFa 999 LSZ,XuShaoFa,$4.00,8.5,9.1,6.1,8.4
XuShaoFa 999 LSZ 2 Tornado Tension,XuShaoFa,$2.00,7.7,8,5.8,7.7
XuShaoFa 999 ZCD,XuShaoFa,$6.00,8.7,8.8,5.6,8.9
Yasaka Anti Power (Anti-spin),Yasaka,$32.95,4.4,2.5,1.2,9.2
Yasaka Fusion,Yasaka,$41.00,8.2,8.1,0.5,8.2
Yasaka Mark V,Yasaka,$37.00,8,8.2,2.6,8.7
Yasaka Mark V 30°,Yasaka,$30.00,7.3,7.9,1.9,8.7
Yasaka Mark V AD,Yasaka,$30.00,7.7,7.9,0.2,7.8
Yasaka Mark V GPS,Yasaka,$30.00,7.5,7.9,3.9,8.4
Yasaka Mark V GPS Soft,Yasaka,$35.00,8.2,8.5,5,9.3
Yasaka Mark V HPS,Yasaka,$50.00,9,9.1,4,9.3
Yasaka Mark V HPS Soft,Yasaka,$44.00,8.8,9,2.6,9
Yasaka Mark V M2,Yasaka,$32.00,8.7,8.4,3,8.8
Yasaka Mark V XS,Yasaka,$46.00,8.4,8.7,3.2,8.9
Yasaka New Era,Yasaka,$27.00,8.2,8.4,6.2,8.7
Yasaka Original,Yasaka,$20.00,6.3,5.6,2.4,7.3
Yasaka Original Extra XHG,Yasaka,$18.00,7.3,7.7,2,7.9
Yasaka Pryde,Yasaka,$37.00,8.5,8,3.3,8.2
Yasaka Pryde 30,Yasaka,$42.95,8.3,7.5,0.9,8
Yasaka Pryde 40,Yasaka,$45.00,9.2,8.6,3.7,8.6
Yasaka Rakza 7,Yasaka,$52.00,8.9,9.2,2.6,9.4
Yasaka Rakza 7 Soft,Yasaka,$53.00,8.5,9.2,2.4,9.1
Yasaka Rakza 9,Yasaka,$53.00,9.4,9.3,2.3,9.4
Yasaka Rakza X,Yasaka,$43.00,9,9,2.2,9.2
Yasaka Rakza X Soft,Yasaka,$50.00,8.3,8.6,1.5,8.3
Yasaka Rakza XX,Yasaka,$78.00,9.2,9.2,1.6,9.4
Yasaka Rakza Z,Yasaka,$43.00,8.7,9.5,6.6,9.4
Yasaka Rakza Z Extra Hard,Yasaka,$50.00,9.1,9.4,6.9,9.4
Yasaka Rigan,Yasaka,$35.00,8.4,8.9,2.3,9
Yasaka Rigan Spin,Yasaka,$35.00,8.7,9.3,1.8,9.4
Yasaka Rising Dragon,Yasaka,$50.00,8.9,9.5,6,9.4
Yasaka Shining Dragon,Yasaka,$37.00,8.8,9.2,7.2,9
Yasaka V Stage,Yasaka,$52.00,9,9.2,3.2,9.1
Yasaka Valmo,Yasaka,$46.00,9.2,9.2,2.1,9.4
Yasaka Xtend,Yasaka,$44.00,9.1,8.9,3.9,9.2
Yasaka Xtend HS,Yasaka,$44.00,9.3,9.3,2.2,9.4
Yasaka Xtend SD,Yasaka,$49.00,8.9,9.2,4.2,9.1
Yasaka Zap 36-38°,Yasaka,$10.00,8.3,8.4,1.6,8.4
Yasaka Zap Biotech 36-38,Yasaka,$46.00,8,8.3,2.6,8.8
Yasaka Zap Ma Lin Forehand,Yasaka,$11.00,7.4,8.6,5.8,8.6
Yasaka Zap Spin,Yasaka,$12.00,7.8,8,3,7.9
Yinhe 9000 3 Star,Yinhe (Galaxy/Milkyway),$10.00,9.2,9.2,6.8,9.2
Yinhe 9000 Series 2,Yinhe (Galaxy/Milkyway),$11.00,8.3,8.6,4.3,8.2
Yinhe 9000D,Yinhe (Galaxy/Milkyway),$5.00,7.2,8.5,8.2,8.2
Yinhe 9000E,Yinhe (Galaxy/Milkyway),$7.00,7.9,8.6,5,8.1
Yinhe Apollo,Yinhe (Galaxy/Milkyway),$20.00,8.1,9,7.6,8.6
Yinhe Apollo 5,Yinhe (Galaxy/Milkyway),$42.00,9,9.4,5.3,9.3
Yinhe Apollo II,Yinhe (Galaxy/Milkyway),$17.00,8.5,8.7,2.7,8.7
Yinhe Apollo III,Yinhe (Galaxy/Milkyway),$19.00,8.4,9.3,8.7,8.5
Yinhe Big Dipper,Yinhe (Galaxy/Milkyway),$27.00,8.6,8.9,5.1,8.9
Yinhe Big Dipper 5,Yinhe (Galaxy/Milkyway),$26.00,8.4,8.9,5.3,9
Yinhe Big Dipper IV,Yinhe (Galaxy/Milkyway),$18.00,8.4,8.9,6.3,8.7
Yinhe Earth,Yinhe (Galaxy/Milkyway),$13.00,7.4,8.9,7.3,8.5
Yinhe Earth 2,Yinhe (Galaxy/Milkyway),$18.00,8.7,8.1,3.1,8.8
Yinhe Jupiter,Yinhe (Galaxy/Milkyway),$21.00,8.7,9.2,5.1,9
Yinhe Jupiter 3 Asia,Yinhe (Galaxy/Milkyway),$18.00,8.7,9,7,9
Yinhe Jupiter II,Yinhe (Galaxy/Milkyway),$15.00,8.5,8.7,6.2,8.7
Yinhe Jupiter III Euro,Yinhe (Galaxy/Milkyway),$13.00,8.9,9.1,5.8,8.9
Yinhe M-Star,Yinhe (Galaxy/Milkyway),$15.00,7.4,9.4,7.2,9
Yinhe Mars,Yinhe (Galaxy/Milkyway),$12.00,8,8.3,5.6,8.5
Yinhe Mars V2,Yinhe (Galaxy/Milkyway),$13.00,8.3,8.3,2.2,8.4
Yinhe Mercury,Yinhe (Galaxy/Milkyway),$6.00,6.8,8.1,5.3,7.5
Yinhe Mercury II,Yinhe (Galaxy/Milkyway),$8.00,8.3,8.8,6,8.6
Yinhe Mercury III EURO,Yinhe (Galaxy/Milkyway),$18.00,8.8,8.7,0.4,9.1
Yinhe Moon,Yinhe (Galaxy/Milkyway),$26.00,8.7,8.6,1.9,8.7
Yinhe Moon 12,Yinhe (Galaxy/Milkyway),$18.00,8.2,8,1.8,8.3
Yinhe Moon Pro,Yinhe (Galaxy/Milkyway),$32.00,8.9,9.2,6,9.1
Yinhe Moon Speed,Yinhe (Galaxy/Milkyway),$20.00,8.6,8,2.4,8.6
Yinhe Saturn,Yinhe (Galaxy/Milkyway),$29.00,8.3,9,6.5,9.6
Yinhe Saturn Pro,Yinhe (Galaxy/Milkyway),$28.00,8.6,9,5.5,8.7
Yinhe Sun,Yinhe (Galaxy/Milkyway),$16.00,8.8,8.9,2,8.9
Yinhe Sun Pro,Yinhe (Galaxy/Milkyway),$12.00,9.1,9.3,7.8,9.3
Yinhe Venus,Yinhe (Galaxy/Milkyway),$16.00,8,8.2,3.5,7.9
Yinhe Venus 2,Yinhe (Galaxy/Milkyway),$27.00,8.5,8.8,7.5,9.3
Yinhe Venus 3,Yinhe (Galaxy/Milkyway),$15.00,8,8.4,4.6,8.7
